porto_origem,porto_destino,modal_logistico,volume_carga_ton,tipo_produto,tipo_embalagem,container_type,container_size,preco_combustivel_indice,taxas_impostos_percent,cambio_brl_eur_estimado,prazo_entrega_dias,custo_total_logistico_brl,ano,mes,dia_do_ano,dia_da_semana,semana_do_ano
Santa Marta,Valencia,marítimo,12.036812563998811,polpa de acerola,containerizado,Reefer,40ft,1.2206095852851502,12.227972974133456,5.5272904483150755,59,67391.92994809283,2024,1,16,1,3
Santa Marta,Valencia,marítimo,35.77477880508216,polpa de caju,containerizado,Reefer,20ft,1.159374723821714,23.117350118621726,5.497565183608584,34,159774.07176065506,2024,6,162,0,24
Paita,Rotterdam,marítimo,5.887944305078237,polpa de caju,containerizado,Reefer,40ft,1.5031662803086934,24.87476576648774,5.035854446897696,18,46339.004704698506,2023,1,10,1,2
Salaverry,Le Havre,marítimo,10.28989677314471,polpa de goiaba,containerizado,Reefer,40ft,1.9149860932225833,13.437079339789669,6.152907990191773,54,60786.090068224454,2024,10,302,0,44
Salaverry,Le Havre,marítimo,42.99644710458934,polpa de caju,containerizado,Reefer,40ft,1.069500836701875,8.336930911873157,5.495471580637627,38,163001.5399982887,2022,5,129,0,19
Paita,Hamburg,aéreo,43.021133825821394,polpa de caju,containerizado,Reefer,40ft,2.0914975066820274,10.726585604682757,5.490818464558741,24,205513.22524925624,2024,10,285,4,41
Santa Marta,Valencia,marítimo,19.815956544360965,polpa de maracujá,containerizado,Reefer,40ft,1.5961494249666088,16.06592685027928,6.033026773212154,28,100012.91556196699,2023,10,304,1,44
Santos,Le Havre,marítimo,8.957885376592804,polpa de maracujá,containerizado,Reefer,40ft,2.445256773682682,16.441918365542932,5.379303465159191,24,65883.69320007278,2023,6,152,3,22
Santos,Le Havre,marítimo,36.723665021324265,polpa de acerola,containerizado,Reefer,40ft,1.852577462787908,17.6011881338716,6.363530729898704,48,153250.13046733564,2022,3,86,6,12
Paita,Valencia,marítimo,21.205925949824348,polpa de caju,containerizado,Reefer,20ft,2.1570434685827333,21.70706745145094,5.807098986882825,44,100403.86784293095,2022,11,311,0,45
Suape,Antwerp,marítimo,7.045908224221662,polpa de manga,containerizado,Reefer,20ft,2.2917718484455496,19.224283033760553,6.454215854068044,49,47242.727401209086,2023,3,62,4,9
Callao,Le Havre,marítimo,12.102214158490934,polpa de caju,containerizado,Reefer,40ft,2.333269451988291,10.216804530050139,5.115003266884181,22,68995.59159887672,2022,4,114,6,16
Paita,Rotterdam,marítimo,11.174666538381093,polpa de caju,containerizado,Reefer,20ft,1.7776926245197107,12.900881213920009,5.505238051468554,25,67211.98212677329,2022,10,303,6,43
Callao,Hamburg,marítimo,31.510235472244798,polpa de acerola,containerizado,Reefer,40ft,1.5951138376466216,21.79633167608027,5.572205515121594,12,143628.6804785229,2024,1,14,6,2
Buenaventura,Le Havre,multimodal,45.41529126216026,polpa de manga,granel,Reefer,40ft,1.8407724845326592,17.66765341211422,6.09563108012087,40,208167.1132171279,2023,8,223,4,32
Suape,Le Havre,marítimo,40.68824149955559,polpa de caju,containerizado,Reefer,40ft,1.6031056024261419,8.32836096489447,5.31944338689592,10,183476.67328143676,2024,9,257,4,37
Chancay,Antwerp,aéreo,29.593222025775354,polpa de manga,containerizado,Reefer,40ft,1.3610724539248622,11.510776081606371,5.563018780073857,44,142926.84687230832,2022,12,345,6,49
Callao,Rotterdam,marítimo,23.996982421736604,polpa de maracujá,containerizado,Reefer,40ft,1.485879740750001,20.821818248618026,6.365963815936388,25,122837.85949161605,2024,3,84,6,12
Salaverry,Hamburg,marítimo,32.84045190809893,polpa de maracujá,containerizado,Dry,20ft,1.3491547843578984,8.44188246646761,5.1718263255335435,10,140618.99511439484,2024,3,71,0,11
Buenaventura,Le Havre,marítimo,24.97157334410364,polpa de manga,containerizado,Reefer,40ft,1.4041564458922926,18.821013054415587,6.117986000987999,59,116651.02947173176,2024,10,295,0,43
Salaverry,Hamburg,marítimo,16.07446051593422,polpa de caju,containerizado,Reefer,20ft,1.1404116058535805,16.270730724631463,6.053727667441204,23,78763.67208327337,2024,12,347,3,50
Suape,Valencia,marítimo,35.563885490852584,polpa de manga,containerizado,Reefer,40ft,1.6396940810858571,7.949498128022903,5.195757614891163,16,153466.80737780785,2024,12,363,5,52
Callao,Le Havre,marítimo,44.295977558359446,polpa de manga,containerizado,Reefer,40ft,1.3529258599048357,18.77757848061873,6.032736031052863,32,177932.22069624733,2022,12,361,1,52
Pecém,Le Havre,marítimo,21.779164880638724,polpa de maracujá,containerizado,Reefer,20ft,1.6725498285917142,7.846979413103394,5.8546756839633645,44,98941.55763249905,2024,10,280,6,40
Suape,Valencia,marítimo,42.86923104611016,polpa de manga,containerizado,Dry,20ft,2.1882973512644397,12.968711582193624,5.431283505716127,38,170228.28213969487,2023,12,339,1,49
Suape,Antwerp,marítimo,24.39869209175707,polpa de goiaba,containerizado,Reefer,40ft,1.6724685298647657,11.171198490490406,5.466711792578829,31,114693.75298600204,2023,7,210,5,30
Pecém,Le Havre,marítimo,23.06011743947417,polpa de goiaba,containerizado,Dry,40ft,2.431917806064573,18.80019905373915,6.249488413003643,25,109701.82855241714,2023,11,323,6,46
Buenaventura,Hamburg,marítimo,6.274596089616245,polpa de maracujá,containerizado,Reefer,40ft,1.2217553417920313,20.647247132133046,5.346522479399333,38,56779.95716213935,2024,2,51,1,8
Callao,Rotterdam,marítimo,36.287550561533465,polpa de caju,containerizado,Reefer,40ft,2.275397486256812,8.36633163911827,5.769170794141512,15,165275.22928624388,2023,8,220,1,32
Callao,Hamburg,marítimo,41.33761363012203,polpa de caju,containerizado,Reefer,40ft,1.3723871711094813,21.239934851978834,6.0217246059547955,27,184030.7814794412,2023,8,224,5,32
Santa Marta,Antwerp,marítimo,34.86006138013525,polpa de maracujá,granel,Reefer,40ft,2.400900176282461,5.144281119891156,5.1948525415052815,38,149507.60275539834,2023,5,124,3,18
Salaverry,Rotterdam,marítimo,11.811242812637458,polpa de caju,containerizado,Reefer,20ft,1.3407218896729818,15.60117094685066,6.398530806824471,34,77134.83420154259,2024,8,241,2,35
Suape,Hamburg,marítimo,9.64820603986894,polpa de acerola,containerizado,Reefer,40ft,2.1204426789472084,15.335777797493478,5.390951472542579,54,61335.26480181359,2023,5,129,1,19
Suape,Hamburg,marítimo,30.778643822834276,polpa de goiaba,containerizado,Reefer,40ft,1.0931768512899551,17.476428615036394,5.478252384504827,11,135391.92032075967,2022,1,19,2,3
Cartagena,Valencia,marítimo,23.068231438307087,polpa de acerola,containerizado,Reefer,40ft,1.9447201557402665,9.794010606693499,5.999173607163886,53,102302.36323479514,2023,2,32,2,5
Chancay,Antwerp,marítimo,24.309400256851532,polpa de acerola,granel,Reefer,40ft,1.328011326873911,5.197136598604029,5.1172874707042,41,105949.73813319886,2024,9,271,4,39
Suape,Valencia,marítimo,48.55101110343534,polpa de acerola,containerizado,Reefer,20ft,2.005258812472354,14.095258322827988,5.941419034877925,45,204014.69019767953,2024,4,121,1,18
Paranaguá,Rotterdam,aéreo,37.57652020368794,polpa de maracujá,containerizado,Reefer,40ft,1.9537440064372704,6.4281242251650905,6.374044940278626,41,181458.05300392868,2024,4,92,0,14
Chancay,Valencia,marítimo,23.53044826434905,polpa de acerola,containerizado,Reefer,40ft,2.3855438194902434,22.843877736137365,5.373635832952137,50,124895.8428686078,2023,3,90,4,13
Paranaguá,Antwerp,marítimo,5.85946759287717,polpa de manga,containerizado,Reefer,20ft,1.9400146459306722,8.473326513783467,5.542861590176904,29,47694.184367907,2023,12,360,1,52
Callao,Le Havre,marítimo,6.534306403397162,polpa de caju,containerizado,Reefer,20ft,1.6123732174748617,13.504659349973211,5.348500936281886,46,56247.18168224092,2024,12,359,1,52
Chancay,Le Havre,marítimo,35.81616630406353,polpa de maracujá,containerizado,Reefer,20ft,1.2903517072738047,13.680007804807675,6.228153123369401,51,149580.51904965512,2023,12,346,1,50
Suape,Rotterdam,marítimo,42.698244178299376,polpa de manga,containerizado,Reefer,40ft,1.9861765128162094,16.057292956764094,5.251411735256699,47,179192.19856223,2022,5,143,0,21
Pecém,Le Havre,marítimo,36.84661832973577,polpa de manga,containerizado,Reefer,40ft,1.1745499058842488,20.650646975407945,5.519942353153786,42,160983.76671883033,2024,7,187,4,27
Salaverry,Valencia,marítimo,23.264948867212645,polpa de goiaba,containerizado,Dry,40ft,2.2427752403826515,14.44296301017559,5.901532732137705,14,113608.28051985493,2024,4,98,6,14
Paranaguá,Rotterdam,marítimo,6.40110820687563,polpa de goiaba,containerizado,Reefer,20ft,1.3710018204082957,5.515065344409463,5.606831648998999,15,53235.16783212892,2023,8,240,0,35
Santa Marta,Antwerp,multimodal,48.53307336058534,polpa de manga,containerizado,Reefer,20ft,1.7862383473730947,20.42220822350179,5.098203971760617,31,212256.61400510778,2022,11,305,1,44
Chancay,Rotterdam,marítimo,49.3851227971139,polpa de goiaba,containerizado,Reefer,40ft,1.8939209564940933,6.6434662924178305,6.4215810014226395,30,195240.94422710975,2024,1,6,5,1
Suape,Rotterdam,marítimo,29.72140481499209,polpa de caju,containerizado,Reefer,20ft,1.5437349855962303,17.831065845177285,5.5068506626378495,28,128311.14190455028,2022,10,291,1,42
Chancay,Hamburg,marítimo,8.180193411279753,polpa de caju,containerizado,Reefer,40ft,1.9958106663583697,21.068590173037908,5.668476819147167,52,47567.83094083643,2022,4,102,1,15
Suape,Hamburg,marítimo,29.34376276615101,polpa de goiaba,containerizado,Dry,20ft,1.375325438338195,10.653803449620876,5.251318002805049,24,128528.93441456482,2024,5,137,3,20
Suape,Rotterdam,marítimo,45.15523115993638,polpa de acerola,containerizado,Dry,20ft,1.0519368606648931,13.982129633680625,6.298025358568885,43,182791.5579579508,2024,8,238,6,34
Suape,Le Havre,marítimo,35.59934795576961,polpa de manga,containerizado,Reefer,40ft,2.4389016042024045,5.2867168437163325,5.437143181796918,56,147977.2756238585,2024,8,244,5,35
Cartagena,Hamburg,marítimo,37.399515396472594,polpa de caju,containerizado,Reefer,40ft,1.480068747014725,21.07750399179771,5.029734565099194,16,175684.47057396508,2024,4,112,6,16
Salaverry,Antwerp,aéreo,8.823642684451219,polpa de goiaba,granel,Reefer,20ft,2.0701933519907,19.065221798416385,5.474603873881875,26,93915.94602776607,2024,8,232,0,34
Pecém,Valencia,marítimo,9.793023666431065,polpa de goiaba,containerizado,Dry,40ft,1.7613004103805712,9.627747887756861,6.476089526799344,53,69188.89269633604,2024,7,212,1,31
Pecém,Hamburg,marítimo,10.730694936914837,polpa de caju,containerizado,Reefer,20ft,2.003498015669506,12.804523957315785,5.220264309222493,53,65024.62976181987,2024,10,297,2,43
Chancay,Rotterdam,marítimo,45.69695751474467,polpa de caju,containerizado,Reefer,40ft,1.1664047837735168,18.906330036022226,5.046803731982791,14,191809.87542944532,2022,3,85,5,12
Chancay,Le Havre,marítimo,28.6632336318716,polpa de acerola,containerizado,Reefer,40ft,1.7782718126741486,12.163262437024134,5.867263385343474,48,125382.25363759826,2022,11,328,3,47
Suape,Valencia,marítimo,40.620879337684606,polpa de goiaba,containerizado,Dry,20ft,1.5883293302683306,8.248295511153996,5.557499819701262,11,168101.77020728393,2024,3,86,1,13
Cartagena,Hamburg,marítimo,10.18810669476201,polpa de goiaba,containerizado,Dry,20ft,1.6777743502505613,15.370110577558165,6.1924629488156775,36,61369.36341581086,2023,3,89,3,13
Suape,Le Havre,multimodal,46.74392174788677,polpa de maracujá,containerizado,Reefer,20ft,2.4493124994163544,19.471351405728797,6.097831645788088,54,216067.21794769785,2023,9,264,3,38
Cartagena,Le Havre,marítimo,41.951394117374456,polpa de acerola,containerizado,Reefer,40ft,1.2044333572553385,11.416190140058918,5.27812854214974,33,166066.9854761534,2023,10,300,4,43
Suape,Le Havre,marítimo,15.114386514891025,polpa de caju,granel,Reefer,40ft,2.1320502646170976,7.435445432889156,5.846948457732649,50,67595.89969247983,2022,1,12,2,2
Paranaguá,Rotterdam,multimodal,44.338200498227906,polpa de caju,containerizado,Reefer,20ft,1.4955141912599221,21.590883236239534,5.048654011184127,56,191350.70593572003,2022,10,304,0,44
Paranaguá,Antwerp,marítimo,16.854924172856418,polpa de manga,granel,Reefer,20ft,1.4355369814356433,10.056037328942462,5.659217342201716,37,88392.61446667847,2024,9,245,6,35
Callao,Le Havre,marítimo,14.240294570257543,polpa de caju,containerizado,Reefer,40ft,1.406166093848898,15.25629908213213,6.071079832952536,56,74543.24726375937,2024,2,53,3,8
Suape,Valencia,marítimo,16.890977156549557,polpa de goiaba,containerizado,Reefer,40ft,1.5231723298343365,18.82686298978486,5.622438188131655,10,91746.63545085663,2022,2,43,5,6
Salaverry,Hamburg,marítimo,45.94797784726742,polpa de caju,containerizado,Dry,40ft,1.535675589390409,11.341504007884415,5.176931221730241,30,186701.00743344973,2024,8,214,3,31
Santa Marta,Valencia,marítimo,46.20163934816913,polpa de goiaba,containerizado,Reefer,40ft,1.406120507772957,17.972730747448367,5.092300380484031,37,191181.54492104353,2022,12,343,4,49
Callao,Rotterdam,marítimo,19.804809860958596,polpa de goiaba,containerizado,Reefer,20ft,2.001239721660214,14.194190128830567,6.280489174671765,12,103433.34236391695,2023,5,133,5,19
Chancay,Rotterdam,marítimo,36.74453832925481,polpa de acerola,containerizado,Reefer,40ft,1.071582975550374,16.408733102476923,6.33699043992367,39,155452.84894200685,2022,12,364,4,52
Buenaventura,Valencia,marítimo,35.40853648238824,polpa de caju,containerizado,Reefer,40ft,1.4984407087088263,16.811522072338853,5.5146387218266995,10,168888.18336598208,2024,6,161,6,23
Suape,Antwerp,marítimo,41.29531844586815,polpa de acerola,containerizado,Reefer,20ft,1.420308410254104,21.483013737937725,5.24625848694613,54,175087.93983403814,2023,3,62,4,9
Paranaguá,Rotterdam,marítimo,18.342927506395895,polpa de goiaba,containerizado,Reefer,40ft,2.127127030824805,18.12652546870673,6.467924319686332,56,103453.22846237897,2024,10,275,1,40
Buenaventura,Rotterdam,aéreo,27.956234385968084,polpa de caju,containerizado,Reefer,40ft,1.2197478160293294,10.28613384368821,5.818795705401816,54,135553.02251252346,2022,1,21,4,3
Cartagena,Valencia,marítimo,35.04532779537291,polpa de caju,containerizado,Reefer,40ft,2.4110307131458493,6.192086822768925,5.714982565573737,27,144226.46466304132,2023,2,42,5,6
Buenaventura,Rotterdam,aéreo,6.181556846445773,polpa de acerola,containerizado,Reefer,20ft,1.2557779180677324,5.039710881502655,6.112411621089919,58,66591.57785114813,2023,9,254,0,37
Salaverry,Antwerp,marítimo,21.95324353989296,polpa de acerola,containerizado,Reefer,40ft,1.5550410460953268,23.08834769533991,5.253304009132043,42,111195.87172202076,2024,10,285,4,41
Suape,Antwerp,marítimo,36.3149760955356,polpa de goiaba,containerizado,Reefer,40ft,1.299550290158684,23.842201036044127,5.8699845851058665,24,154915.15463326068,2022,12,336,4,48
Pecém,Antwerp,marítimo,16.366779190361004,polpa de goiaba,containerizado,Reefer,40ft,1.4300469152081359,6.882229753293359,6.335243534611383,33,83899.98525732105,2023,2,34,4,5
Buenaventura,Hamburg,marítimo,48.09668481529192,polpa de caju,granel,Reefer,40ft,2.1415370510021874,14.74107236564496,5.034602728906788,45,203849.74871794504,2024,3,63,6,9
Pecém,Antwerp,marítimo,6.357261717807753,polpa de caju,containerizado,Reefer,40ft,1.71460707810754,8.03190406921069,6.009409560278148,43,41676.0813848296,2023,12,350,5,50
Cartagena,Antwerp,marítimo,48.113923441434025,polpa de maracujá,containerizado,Reefer,40ft,1.2438635759653751,23.974981734081695,5.827135933627108,35,192329.1792593205,2022,2,51,6,7
Callao,Hamburg,marítimo,14.754374060468002,polpa de maracujá,containerizado,Reefer,20ft,1.0699523179668606,9.936650336450475,6.426201176711677,49,63120.76127603193,2022,11,324,6,46
Pecém,Le Havre,marítimo,7.19699188664165,polpa de manga,containerizado,Dry,40ft,1.3448743302554125,15.032941911939979,5.3880477648833205,31,48247.383339702435,2024,2,59,2,9
Callao,Rotterdam,marítimo,18.161331495060086,polpa de goiaba,containerizado,Dry,40ft,2.4184041677890313,8.312403834658335,6.28833746288956,25,91179.37648326496,2022,5,141,5,20
Paranaguá,Antwerp,marítimo,40.38270382806014,polpa de manga,containerizado,Dry,40ft,2.26797512228205,11.655221690061246,5.4634785528249274,49,162189.8820205289,2023,4,105,5,15
Santa Marta,Rotterdam,marítimo,38.85989029016239,polpa de manga,containerizado,Reefer,20ft,1.660260573886013,10.336127218543618,5.644795364094362,51,154422.1077817499,2024,2,57,0,9
Suape,Valencia,marítimo,14.397818739025642,polpa de acerola,containerizado,Reefer,40ft,1.7229928329189745,14.508520859443712,5.319931347146743,25,86114.4028246521,2024,8,234,2,34
Buenaventura,Rotterdam,multimodal,13.855556011630974,polpa de acerola,containerizado,Reefer,20ft,2.3490492090684922,13.39563924044297,6.295386523678264,14,99630.69343871076,2024,10,278,4,40
Paranaguá,Hamburg,marítimo,33.916096211204334,polpa de maracujá,containerizado,Reefer,20ft,1.887018073563603,11.615955892007506,5.293114490980415,15,146467.58521837145,2023,1,8,6,1
Paranaguá,Rotterdam,marítimo,25.613721035407874,polpa de manga,containerizado,Reefer,20ft,2.321150597723145,7.117552352968241,6.288519489896818,51,121232.39058847187,2023,5,129,1,19
Paita,Rotterdam,marítimo,40.6530478998906,polpa de maracujá,containerizado,Reefer,40ft,1.7377586565285108,14.689740440138962,5.683420073855821,33,176803.3158798267,2024,1,21,6,3
Santos,Rotterdam,marítimo,6.085975041164912,polpa de goiaba,containerizado,Reefer,20ft,1.300146428678239,22.004160361831048,6.252628240725231,39,44765.26227780579,2022,10,291,1,42
Salaverry,Le Havre,marítimo,32.4685337342257,polpa de caju,containerizado,Dry,40ft,2.0888904699133524,19.60446673171132,5.396732838664797,46,141094.6971298302,2022,4,106,5,15
Callao,Le Havre,marítimo,37.88024055079441,polpa de acerola,containerizado,Reefer,20ft,1.7895899793685188,19.411497683253387,5.19909521205681,41,156184.70615425165,2023,11,305,2,44
Santa Marta,Valencia,marítimo,49.702375041290104,polpa de goiaba,containerizado,Dry,40ft,2.002659369952703,12.321834734906174,5.832441897439852,28,187457.91539504993,2022,1,2,6,52
Paita,Hamburg,marítimo,35.54517624065811,polpa de goiaba,containerizado,Reefer,40ft,1.2358463750492419,19.168381613641028,5.764155600583575,54,151662.45957199667,2023,8,224,5,32
